PlayerId,Year,Team Id,League Id,GP,Min,W,L,T/OL,ENG,SO,GA,SA,GR
161731,2033,177,14,0,0,0,0,0,0,0,0,0,0
161731,2032,177,14,0,0,0,0,0,0,0,0,0,0
161731,2032,177,14,0,0,0,0,0,0,0,0,0,0
32,2033,503,9999,0,0,0,0,0,0,0,0,0,0
32,2022,734,2,0,0,0,0,0,0,0,0,0,0
41,2033,878,4,0,0,0,0,0,0,0,0,0,0
41,2032,876,4,22,81482,13,6,3,0,2,54,701,78
41,2032,876,9999,4,14944,1,1,2,0,1,9,104,68
41,2031,894,9999,10,33488,6,2,1,0,1,23,262,70
41,2029,627,6,12,45084,6,5,1,0,1,28,389,75
41,2029,627,9999,8,27642,5,3,0,0,0,23,228,69
41,2028,627,6,5,17817,2,3,0,0,0,16,120,58
41,2028,894,9999,4,11951,3,0,0,0,1,6,68,62
41,2027,1922,59,0,0,0,0,0,0,0,0,0,0
41,2026,881,4,1,875,0,0,0,0,0,1,2,41
41,2026,881,9999,5,17970,1,4,0,0,0,19,135,55
41,2025,46,1,0,0,0,0,0,0,0,0,0,0
41,2023,46,1,0,0,0,0,0,0,0,0,0,0
41,2023,897,9999,0,0,0,0,0,0,0,0,0,0
41,2021,1415,69,4,13680,0,0,0,0,0,16,112,0
41,2020,472,22,4,13680,0,0,0,0,0,9,107,0
41,2018,1017,70,2,7200,0,0,0,0,0,4,60,0
84,2033,737,2,12,46348,6,6,0,0,1,34,407,73
84,2033,737,9999,3,10800,3,0,0,0,0,5,64,70
84,2032,737,2,1,3006,1,0,0,0,0,4,39,68
84,2031,751,2,17,67479,8,7,2,1,2,55,633,70
84,2030,751,2,0,0,0,0,0,0,0,0,0,0
84,2027,4619,1,0,0,0,0,0,0,0,0,0,0
84,2026,4619,1,7,25152,3,3,1,0,0,15,225,78
84,2024,4619,1,0,0,0,0,0,0,0,0,0,0
84,2023,109,11,6,19261,2,3,1,0,0,17,220,75
84,2022,109,11,12,42999,6,6,0,1,0,39,389,67
84,2021,1340,13,2,7200,0,0,0,0,0,8,46,0
113,2033,736,2,0,0,0,0,0,0,0,0,0,0
